path,original_class,label,class_name,split
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/7 (97).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/32 (19).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/7 (96).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/5 (94).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/32 (68).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/6 (94).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/7 (62).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/4 (55).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/7 (22).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/6 (17).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/5 (80).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/5 (89).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/6 (25).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/4 (11).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/4 (38).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/32 (33).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/6 (36).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/6 (97).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/6 (24).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/6 (79).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/6 (83).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/6 (65).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/7 (63).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/5 (33).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/7 (47).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/5 (50).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/5 (74).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/6 (12).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/7 (79).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/32 (2).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/32 (63).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/6 (78).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/5 (16).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/6 (41).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/5 (42).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/6 (32).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/5 (95).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/7 (100).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/4 (49).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/6 (81).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/6 (69).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_6th_part/7 (65).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (64).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (27).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (16).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (90).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (82).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (65).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (76).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (60).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (41).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (10).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (11).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (56).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (61).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (34).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (31).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (71).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (8).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (20).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (27).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (40).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (87).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (47).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (92).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (94).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (47).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (36).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (23).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (11).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (15).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (78).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (50).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (56).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (39).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (79).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (85).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (41).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (38).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (81).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (24).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (54).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (7).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (15).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (21).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (57).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (58).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (97).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (96).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (50).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (14).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (77).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (19).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (49).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (52).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (72).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (14).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (75).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (93).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (62).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (96).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (47).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (24).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (82).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (5).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (49).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (91).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (57).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (14).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (3).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (72).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (26).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (8).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (99).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (89).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (10).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (5).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (73).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (32).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (74).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (52).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (28).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (88).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (70).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (60).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (87).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (69).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (8).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (68).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (28).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (81).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (59).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (67).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (29).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (77).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (75).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (93).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (2).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (19).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (81).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (93).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (3).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (19).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (73).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (33).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (95).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (22).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (24).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (20).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (99).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (48).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (6).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (7).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (31).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (13).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (37).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (36).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (46).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (84).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (58).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (21).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (34).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (20).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (66).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (43).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (46).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (92).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (80).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (15).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (59).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25.jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (76).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (55).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (58).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (63).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (99).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (45).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (31).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (50).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (73).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (35).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (51).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (66).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (36).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (10).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (17).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (34).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (83).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (69).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (30).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27.jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (96).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (27).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (30).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (39).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (66).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (6).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (13).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (9).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (46).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (41).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (75).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (84).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (8).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (18).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (6).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (42).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (78).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (58).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/23 (8).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (66).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (78).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (30).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (20).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (23).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (89).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (77).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (32).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (29).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (92).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (23).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (91).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (25).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (76).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (11).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (78).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (26).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (25).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (69).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (63).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (79).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (46).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (100).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/26 (70).jpg,NonDemented,0,CN,val
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/25 (5).jpg,NonDemented,0,CN,train
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/24 (37).jpg,NonDemented,0,CN,test
Alzheimer_MRI_4_classes_dataset/NonDemented/NonDemented_4th_part/27 (44).jpg,NonDemented,0,CN,test
